,RecordID,StateCode,LabelerCode,ProductCode,PackageSize,PeriodCovered,FDAListName,UnitsReimbursed,NumberRx,TotalAmountReimbursed,MedicaidAmountReimbursed,Non-MedicaidAmountReimbursed
127296,FFSU,XX,76439.0,103.0,10.0,20134.0,AMOXICILLI,16829.0,572.0,4691.8,4605.73,86.07
127297,FFSU,XX,76439.0,103.0,50.0,20131.0,AMOXICILLI,4863.0,160.0,1294.35,1251.65,42.7
127298,FFSU,XX,76439.0,103.0,50.0,20132.0,AMOXICILLI,5527.0,183.0,1519.32,1496.73,22.59
127299,FFSU,XX,76439.0,103.0,50.0,20133.0,AMOXICILLI,6128.0,200.0,1683.58,1649.57,34.01
127300,FFSU,XX,76439.0,103.0,50.0,20134.0,AMOXICILLI,8007.0,282.0,2292.17,2201.92,90.25
135643,MCOU,XX,69.0,103.0,3.0,20131.0,VINORELBIN,5.0,1.0,55.24,55.24,0.0
135644,MCOU,XX,69.0,103.0,3.0,20134.0,VINORELBIN,50.9,9.0,903.33,903.33,0.0
150954,MCOU,XX,185.0,103.0,1.0,20131.0,LISINOPRIL,42184.0,1280.0,8396.25,8205.31,190.94
150955,MCOU,XX,185.0,103.0,1.0,20132.0,LISINOPRIL,42282.0,1297.0,8240.56,8008.53,232.03
150956,MCOU,XX,185.0,103.0,1.0,20133.0,LISINOPRIL,41874.0,1281.0,7893.21,7725.71,167.5
150957,MCOU,XX,185.0,103.0,1.0,20134.0,LISINOPRIL,55092.0,1684.0,10580.03,10313.28,266.75
150958,MCOU,XX,185.0,103.0,10.0,20131.0,LISINOPRIL,720.03,25.0,108.28,108.28,0.0
150959,MCOU,XX,185.0,103.0,10.0,20132.0,LISINOPRIL,600.0,19.0,69.68,69.68,0.0
150960,MCOU,XX,185.0,103.0,10.0,20133.0,LISINOPRIL,840.0,26.0,93.63,93.63,0.0
150961,MCOU,XX,185.0,103.0,10.0,20134.0,LISINOPRIL,1335.0,42.0,163.83,163.83,0.0
164894,MCOU,XX,472.0,103.0,57.0,20131.0,MUSCLE REL,57.0,1.0,7.57,6.57,1.0
164895,MCOU,XX,472.0,103.0,57.0,20132.0,MUSCLE REL,230.6,4.0,31.17,29.17,2.0
164896,MCOU,XX,472.0,103.0,57.0,20133.0,MUSCLE REL,173.6,3.0,21.41,19.41,2.0
164897,MCOU,XX,472.0,103.0,57.0,20134.0,MUSCLE REL,176.6,3.0,23.26,23.26,0.0
185165,MCOU,XX,10019.0,103.0,1.0,20131.0,LORAZEPAM ,14.0,10.0,486.29,486.29,0.0
185166,MCOU,XX,10019.0,103.0,1.0,20132.0,LORAZEPAM ,16.5,17.0,96.65,96.65,0.0
185167,MCOU,XX,10019.0,103.0,1.0,20133.0,LORAZEPAM ,8.5,9.0,26.84,26.26,0.58
185168,MCOU,XX,10019.0,103.0,1.0,20134.0,LORAZEPAM ,25.0,25.0,204.78,164.17,40.61
185169,MCOU,XX,10019.0,103.0,10.0,20132.0,LORAZEPAM ,41.5,29.0,75.69,75.69,0.0
185170,MCOU,XX,10019.0,103.0,10.0,20133.0,LORAZEPAM ,40.5,29.0,97.71,97.71,0.0
185171,MCOU,XX,10019.0,103.0,10.0,20134.0,LORAZEPAM ,2.0,3.0,31.1,30.34,0.76
185172,MCOU,XX,10019.0,103.0,39.0,20131.0,LORAZEPAM ,2.0,1.0,580.21,580.21,0.0
185173,MCOU,XX,10019.0,103.0,39.0,20133.0,LORAZEPAM ,7.0,8.0,262.64,2.64,260.0
185174,MCOU,XX,10019.0,103.0,39.0,20134.0,LORAZEPAM ,7.0,7.0,2.0,2.0,0.0
186273,MCOU,XX,10631.0,103.0,50.0,20131.0,ULTRAVATE ,150.0,3.0,550.59,550.59,0.0
188026,MCOU,XX,13668.0,103.0,5.0,20134.0,DONEPEZIL ,90.0,3.0,155.49,155.49,0.0
188027,MCOU,XX,13668.0,103.0,10.0,20131.0,DONEPEZIL ,12437.03,437.0,36762.81,23814.49,12948.32
188028,MCOU,XX,13668.0,103.0,10.0,20132.0,DONEPEZIL ,14366.0,476.0,21317.01,20979.63,337.38
188029,MCOU,XX,13668.0,103.0,10.0,20133.0,DONEPEZIL ,16563.0,546.0,27024.7,26925.76,98.94
188030,MCOU,XX,13668.0,103.0,10.0,20134.0,DONEPEZIL ,26458.0,881.0,56322.25,55673.75,648.5
188031,MCOU,XX,13668.0,103.0,26.0,20131.0,DONEPEZIL ,120.0,4.0,57.02,57.02,0.0
188032,MCOU,XX,13668.0,103.0,26.0,20132.0,DONEPEZIL ,120.0,4.0,68.99,68.99,0.0
188033,MCOU,XX,13668.0,103.0,26.0,20133.0,DONEPEZIL ,270.0,7.0,117.01,117.01,0.0
188034,MCOU,XX,13668.0,103.0,26.0,20134.0,DONEPEZIL ,390.0,10.0,162.05,162.05,0.0
188035,MCOU,XX,13668.0,103.0,30.0,20131.0,DONEPEZIL ,14678.97,494.0,14832.73,14727.71,105.02
188036,MCOU,XX,13668.0,103.0,30.0,20132.0,DONEPEZIL ,15817.0,516.0,17409.19,17140.98,268.21
188037,MCOU,XX,13668.0,103.0,30.0,20133.0,DONEPEZIL ,14390.0,479.0,12154.05,12080.07,73.98
188038,MCOU,XX,13668.0,103.0,30.0,20134.0,DONEPEZIL ,15014.0,487.0,13451.33,13376.76,74.57
188039,MCOU,XX,13668.0,103.0,90.0,20131.0,DONEPEZIL ,9609.0,338.0,11823.75,10562.69,1261.06
188040,MCOU,XX,13668.0,103.0,90.0,20132.0,DONEPEZIL ,10003.0,324.0,14640.8,14188.22,452.58
188041,MCOU,XX,13668.0,103.0,90.0,20133.0,DONEPEZIL ,9086.0,294.0,12078.09,12025.09,53.0
188042,MCOU,XX,13668.0,103.0,90.0,20134.0,DONEPEZIL ,14611.0,473.0,16533.98,16406.6,127.38
188437,MCOU,XX,13811.0,103.0,10.0,20131.0, HYOSCYAMI,218.0,4.0,124.66,124.66,0.0
188678,MCOU,XX,13925.0,103.0,1.0,20131.0,SE-NATAL O,150.0,5.0,30.98,30.98,0.0
188679,MCOU,XX,13925.0,103.0,1.0,20133.0,SE-NATAL O,60.0,2.0,15.42,15.42,0.0
191973,MCOU,XX,17772.0,103.0,15.0,20133.0,TROKENDI X,150.0,5.0,1725.95,1725.95,0.0
191974,MCOU,XX,17772.0,103.0,15.0,20134.0,TROKENDI X,1994.0,51.0,28826.89,28133.76,693.13
192273,MCOU,XX,23155.0,103.0,1.0,20131.0,METFORMIN ,53383.12,781.0,5297.3,5267.3,30.0
192274,MCOU,XX,23155.0,103.0,1.0,20132.0,METFORMIN ,113103.0,1665.0,12797.52,12642.04,155.48
192275,MCOU,XX,23155.0,103.0,1.0,20133.0,METFORMIN ,131486.0,1950.0,14942.66,14863.21,79.45
192276,MCOU,XX,23155.0,103.0,1.0,20134.0,METFORMIN ,136320.0,2008.0,14998.32,14889.21,109.11
192277,MCOU,XX,23155.0,103.0,5.0,20131.0,METFORMIN ,34304.0,504.0,3485.05,3470.05,15.0
192278,MCOU,XX,23155.0,103.0,5.0,20132.0,METFORMIN ,105216.0,1597.0,12549.77,12438.4,111.37
192279,MCOU,XX,23155.0,103.0,5.0,20133.0,METFORMIN ,148749.0,2302.0,14538.63,14434.13,104.5
192280,MCOU,XX,23155.0,103.0,5.0,20134.0,METFORMIN ,169285.0,2633.0,17067.85,16893.34,174.51
192281,MCOU,XX,23155.0,103.0,10.0,20131.0,METFORMIN ,73147.03,1070.0,7235.66,7059.38,176.28
192282,MCOU,XX,23155.0,103.0,10.0,20132.0,METFORMIN ,137943.0,2102.0,14595.67,14548.89,46.78
192283,MCOU,XX,23155.0,103.0,10.0,20133.0,METFORMIN ,168927.0,2549.0,18245.76,18192.16,53.6
192284,MCOU,XX,23155.0,103.0,10.0,20134.0,METFORMIN ,180889.0,2749.0,20445.61,20296.43,149.18
193481,MCOU,XX,24385.0,103.0,47.0,20131.0,PEDIATRIC ,155013.99,90.0,529.07,529.07,0.0
193482,MCOU,XX,24385.0,103.0,47.0,20132.0,PEDIATRIC ,124083.98,65.0,440.2,440.2,0.0
193483,MCOU,XX,24385.0,103.0,47.0,20133.0,PEDIATRIC ,31042.0,15.0,102.68,102.68,0.0
193484,MCOU,XX,24385.0,103.0,47.0,20134.0,PEDIATRIC ,97028.0,42.0,306.75,306.75,0.0
196498,MCOU,XX,36800.0,103.0,25.0,20134.0,NICOTINE 2,110.0,1.0,22.64,22.64,0.0
196499,MCOU,XX,36800.0,103.0,27.0,20134.0,NICOTINE 2,110.0,1.0,22.64,22.64,0.0
196500,MCOU,XX,36800.0,103.0,28.0,20131.0,NICOTINE 4,90.0,3.0,27.21,27.21,0.0
200615,MCOU,XX,42023.0,103.0,1.0,20131.0,ADRENALIN ,789.2,82.0,8460.66,8460.66,0.0
200616,MCOU,XX,42023.0,103.0,1.0,20132.0,ADRENALIN ,892.15,107.0,27032.54,27011.17,21.37
200617,MCOU,XX,42023.0,103.0,1.0,20133.0,ADRENALIN ,755.0,80.0,9504.03,9504.03,0.0
200618,MCOU,XX,42023.0,103.0,1.0,20134.0,ADRENALIN ,638.0,62.0,2222.6,2222.6,0.0
200822,MCOU,XX,42192.0,103.0,16.0,20131.0,CLEANSING ,3311.0,7.0,1236.66,1229.66,7.0
200823,MCOU,XX,42192.0,103.0,16.0,20132.0,CLEANSING ,3784.0,8.0,1071.5,1065.5,6.0
200824,MCOU,XX,42192.0,103.0,16.0,20133.0,CLEANSING ,5203.0,11.0,1830.34,1827.34,3.0
200825,MCOU,XX,42192.0,103.0,16.0,20134.0,BP CLEANSI,2838.0,6.0,1053.72,1050.72,3.0
201161,MCOU,XX,42571.0,103.0,1.0,20133.0,GLIMEPIRID,540.0,12.0,110.0,104.0,6.0
201162,MCOU,XX,42571.0,103.0,1.0,20134.0,GLIMEPIRID,1770.0,38.0,238.33,227.33,11.0
201412,MCOU,XX,42847.0,103.0,3.0,20131.0,SILENOR 3 ,1139.97,34.0,6096.08,6096.08,0.0
201413,MCOU,XX,42847.0,103.0,3.0,20132.0,SILENOR 3 ,973.0,31.0,5320.4,5243.87,76.53
201414,MCOU,XX,42847.0,103.0,3.0,20133.0,SILENOR 3 ,1476.0,51.0,8164.26,8161.26,3.0
201415,MCOU,XX,42847.0,103.0,3.0,20134.0,SILENOR 3 ,1349.0,50.0,8024.36,8014.16,10.2
201416,MCOU,XX,42847.0,103.0,10.0,20132.0,SILENOR   ,35.0,2.0,199.6,199.6,0.0
201417,MCOU,XX,42847.0,103.0,10.0,20134.0,SILENOR   ,120.0,4.0,676.63,673.63,3.0
201418,MCOU,XX,42847.0,103.0,30.0,20131.0,SILENOR 3 ,1050.0,32.0,6022.18,6015.56,6.62
201419,MCOU,XX,42847.0,103.0,30.0,20132.0,SILENOR 3 ,1583.0,44.0,9617.71,9205.33,412.38
201420,MCOU,XX,42847.0,103.0,30.0,20133.0,SILENOR 3 ,1126.0,37.0,6726.84,6713.84,13.0
201421,MCOU,XX,42847.0,103.0,30.0,20134.0,SILENOR 3 ,1833.0,58.0,11360.45,11328.45,32.0
201512,MCOU,XX,42865.0,103.0,2.0,20131.0,ZENPEP DR ,359626.0,1027.0,1354506.18,1256481.21,98024.97
201513,MCOU,XX,42865.0,103.0,2.0,20132.0,ZENPEP DR ,332163.0,995.0,1176982.85,1110986.34,65996.51
201514,MCOU,XX,42865.0,103.0,2.0,20133.0,ZENPEP DR ,379958.82,1013.0,1368247.32,1238104.39,130142.93
201515,MCOU,XX,42865.0,103.0,2.0,20134.0,ZENPEP DR ,352858.0,1093.0,1347913.2,1275009.63,72903.57
202623,MCOU,XX,44567.0,103.0,10.0,20133.0,AMPICILLIN,101.0,8.0,956.55,956.55,0.0
204311,MCOU,XX,46122.0,103.0,46.0,20131.0,HEMORRHOID,227.4,4.0,26.43,26.43,0.0
204312,MCOU,XX,46122.0,103.0,46.0,20132.0,HEMORRHOID,342.4,7.0,40.52,40.52,0.0
204313,MCOU,XX,46122.0,103.0,46.0,20133.0,HEMORRHOID,454.4,8.0,58.76,58.76,0.0
204314,MCOU,XX,46122.0,103.0,46.0,20134.0,HEMORRHOID,1875.0,33.0,238.99,234.99,4.0
205230,MCOU,XX,48102.0,103.0,35.0,20131.0,SULFACETAM,541.0,155.0,7111.25,6999.82,111.43
205231,MCOU,XX,48102.0,103.0,35.0,20132.0,SULFACETAM,682.0,178.0,8384.47,8324.43,60.04
205232,MCOU,XX,48102.0,103.0,35.0,20133.0,SULFACETAM,494.0,143.0,6787.75,6768.75,19.0
205233,MCOU,XX,48102.0,103.0,35.0,20134.0,SULFACETAM,638.0,183.0,7990.0,7931.69,58.31
205640,MCOU,XX,49348.0,103.0,23.0,20131.0,SM COMPLET,30.0,1.0,2.09,2.09,0.0
205641,MCOU,XX,49348.0,103.0,45.0,20131.0,SM COMPLET,210.0,7.0,16.08,16.08,0.0
205642,MCOU,XX,49348.0,103.0,45.0,20132.0,SM COMPLET,180.0,6.0,12.95,12.95,0.0
211099,MCOU,XX,50742.0,103.0,1.0,20131.0,ATENOLOL 1,31703.866,918.0,4191.09,3894.55,296.54
211100,MCOU,XX,50742.0,103.0,1.0,20132.0,ATENOLOL 1,32747.951,994.0,3972.53,3717.71,254.82
211101,MCOU,XX,50742.0,103.0,1.0,20133.0,ATENOLOL 1,29383.8,887.0,3724.44,3487.44,237.0
211102,MCOU,XX,50742.0,103.0,1.0,20134.0,ATENOLOL 1,27339.605,822.0,3665.73,3376.51,289.22
211103,MCOU,XX,50742.0,103.0,10.0,20131.0,ATENOLOL 1,49505.76,1393.0,6270.19,6064.67,205.52
211104,MCOU,XX,50742.0,103.0,10.0,20132.0,ATENOLOL 1,46775.011,1321.0,5523.02,5330.36,192.66
211105,MCOU,XX,50742.0,103.0,10.0,20133.0,ATENOLOL 1,45230.806,1308.0,5161.66,5006.33,155.33
211106,MCOU,XX,50742.0,103.0,10.0,20134.0,ATENOLOL 1,48293.0,1409.0,5471.7,5253.71,217.99
211594,MCOU,XX,51079.0,103.0,1.0,20131.0,SPIRONOLAC,2.0,2.0,6708.91,6708.91,0.0
211595,MCOU,XX,51079.0,103.0,1.0,20132.0,SPIRONOLAC,3.0,3.0,13078.16,13078.16,0.0
211596,MCOU,XX,51079.0,103.0,1.0,20133.0,SPIRONOLAC,2.0,1.0,3411.06,3411.06,0.0
211597,MCOU,XX,51079.0,103.0,19.0,20132.0,SPIRONOLAC,60.0,3.0,16.17,16.17,0.0
211598,MCOU,XX,51079.0,103.0,19.0,20133.0,SPIRONOLAC,30.0,1.0,7.4,7.4,0.0
211599,MCOU,XX,51079.0,103.0,19.0,20134.0,SPIRONOLAC,60.0,2.0,14.26,14.26,0.0
211600,MCOU,XX,51079.0,103.0,20.0,20131.0,SPIRONOLAC,319.5,36.0,18009.8,18004.82,4.98
211601,MCOU,XX,51079.0,103.0,20.0,20132.0,SPIRONOLAC,234.0,41.0,53540.49,53540.02,0.47
211602,MCOU,XX,51079.0,103.0,20.0,20133.0,SPIRONOLAC,220.0,49.0,4250.88,4249.6,1.28
211603,MCOU,XX,51079.0,103.0,20.0,20134.0,SPIRONOLAC,119.50299999999999,40.0,21461.44,21461.37,0.07
211604,MCOU,XX,51079.0,103.0,63.0,20131.0,SPIRONOLAC,152751.985,4193.0,20858.35,19825.25,1033.1
211605,MCOU,XX,51079.0,103.0,63.0,20132.0,SPIRONOLAC,169720.0,4568.0,22674.76,21494.45,1180.31
211606,MCOU,XX,51079.0,103.0,63.0,20133.0,SPIRONOLAC,175334.0,4712.0,24095.85,22507.49,1588.36
211607,MCOU,XX,51079.0,103.0,63.0,20134.0,SPIRONOLAC,178353.97,4873.0,24141.98,22452.5,1689.48
218064,MCOU,XX,53746.0,103.0,1.0,20131.0,GABAPENTIN,775905.743,8386.0,163673.87,161704.68,1969.19
218065,MCOU,XX,53746.0,103.0,1.0,20132.0,GABAPENTIN,774764.0,8395.0,150684.96,148282.59,2402.37
218066,MCOU,XX,53746.0,103.0,1.0,20133.0,GABAPENTIN,832597.82,8920.0,159429.47,158353.13,1076.34
218067,MCOU,XX,53746.0,103.0,1.0,20134.0,GABAPENTIN,850776.4609999999,9192.0,184796.17,183394.67,1401.5
218068,MCOU,XX,53746.0,103.0,5.0,20131.0,GABAPENTIN,1296691.241,13519.0,310420.73,298545.48,11875.25
218069,MCOU,XX,53746.0,103.0,5.0,20132.0,GABAPENTIN,1294913.0,13768.0,306462.27,304105.08,2357.19
218070,MCOU,XX,53746.0,103.0,5.0,20133.0,GABAPENTIN,1217416.1090000002,13101.0,290714.03,288683.13,2030.9
218071,MCOU,XX,53746.0,103.0,5.0,20134.0,GABAPENTIN,1276328.97,13802.0,325156.28,322782.45,2373.83
220938,MCOU,XX,55390.0,103.0,10.0,20131.0,ATRACURIUM,11.0,2.0,2792.03,2792.03,0.0
220939,MCOU,XX,55390.0,103.0,10.0,20133.0,ATRACURIUM,12.0,2.0,4900.58,4900.58,0.0
220940,MCOU,XX,55390.0,103.0,10.0,20134.0,ATRACURIUM,2.0,2.0,77.72,77.72,0.0
221842,MCOU,XX,57664.0,103.0,8.0,20131.0,SALSALATE ,383.0,6.0,71.24,71.24,0.0
221843,MCOU,XX,57664.0,103.0,8.0,20132.0,SALSALATE ,180.0,3.0,36.93,36.93,0.0
221844,MCOU,XX,57664.0,103.0,8.0,20133.0,SALSALATE ,100.0,3.0,19.87,19.87,0.0
221845,MCOU,XX,57664.0,103.0,8.0,20134.0,SALSALATE ,60.0,1.0,12.36,12.36,0.0
221846,MCOU,XX,57664.0,103.0,18.0,20132.0,SALSALATE ,40.0,1.0,4.75,4.75,0.0
223438,MCOU,XX,59011.0,103.0,10.0,20131.0,OXYCONTIN ,399.0,13.0,1465.09,1465.09,0.0
223439,MCOU,XX,59011.0,103.0,10.0,20132.0,OXYCONTIN ,330.0,6.0,1163.71,1157.71,6.0
223440,MCOU,XX,59011.0,103.0,10.0,20133.0,OXYCONTIN ,600.0,9.0,2128.74,1908.34,220.4
223441,MCOU,XX,59011.0,103.0,20.0,20131.0,OXYCONTIN ,4.0,4.0,7.52,7.52,0.0
223442,MCOU,XX,59011.0,103.0,20.0,20133.0,OXYCONTIN ,3.0,1.0,21776.55,21776.55,0.0
223443,MCOU,XX,59011.0,103.0,20.0,20134.0,OXYCONTIN ,6.0,1.0,94.6,94.6,0.0
223858,MCOU,XX,59417.0,103.0,10.0,20131.0,VYVANSE 30,1916394.116,64327.0,11008217.1,10865315.21,142901.89
223859,MCOU,XX,59417.0,103.0,10.0,20132.0,VYVANSE 30,1948546.005,65401.0,11426419.41,11132295.21,294124.2
223860,MCOU,XX,59417.0,103.0,10.0,20133.0,VYVANSE 30,1780387.0590000001,59697.0,10923235.73,10696061.24,227174.49
223861,MCOU,XX,59417.0,103.0,10.0,20134.0,VYVANSE 30,2035748.134,68479.0,12667206.47,12379555.83,287650.64
230121,MCOU,XX,61442.0,103.0,1.0,20131.0,DICLOFENAC,280205.21,4310.0,91274.59,90533.65,740.94
230122,MCOU,XX,61442.0,103.0,1.0,20132.0,DICLOFENAC,237402.12,4429.0,88341.64,87315.71,1025.93
230123,MCOU,XX,61442.0,103.0,1.0,20133.0,DICLOFENAC,251915.61399999997,4700.0,91366.42,90762.89,603.53
230124,MCOU,XX,61442.0,103.0,1.0,20134.0,DICLOFENAC,284685.0,5314.0,105164.97,104307.5,857.47
230125,MCOU,XX,61442.0,103.0,5.0,20131.0,DICLOFENAC,8080.0,147.0,3130.12,3118.12,12.0
230126,MCOU,XX,61442.0,103.0,5.0,20132.0,DICLOFENAC,15548.0,286.0,6118.65,6032.0,86.65
230127,MCOU,XX,61442.0,103.0,5.0,20133.0,DICLOFENAC,20589.0,384.0,7529.04,7484.04,45.0
230128,MCOU,XX,61442.0,103.0,5.0,20134.0,DICLOFENAC,31948.0,602.0,11426.83,11358.83,68.0
230129,MCOU,XX,61442.0,103.0,10.0,20131.0,DICLOFENAC,185076.15,3291.0,70967.65,70267.46,700.19
230130,MCOU,XX,61442.0,103.0,10.0,20132.0,DICLOFENAC,200948.00100000002,3634.0,75738.47,75105.91,632.56
230131,MCOU,XX,61442.0,103.0,10.0,20133.0,DICLOFENAC,192795.00100000002,3522.0,73065.78,72538.61,527.17
230132,MCOU,XX,61442.0,103.0,10.0,20134.0,DICLOFENAC,178287.0,3312.0,68437.43,67772.71,664.72
230133,MCOU,XX,61442.0,103.0,60.0,20131.0,DICLOFENAC,723266.574,13186.0,271125.77,269325.34,1800.43
230134,MCOU,XX,61442.0,103.0,60.0,20132.0,DICLOFENAC,825001.002,15720.0,302280.16,299220.84,3059.32
230135,MCOU,XX,61442.0,103.0,60.0,20133.0,DICLOFENAC,809780.002,15499.0,299108.74,296534.44,2574.3
230136,MCOU,XX,61442.0,103.0,60.0,20134.0,DICLOFENAC,815759.0,15794.0,300834.36,297806.62,3027.74
234752,MCOU,XX,63323.0,103.0,51.0,20131.0,CISPLATIN ,6488.0,89.0,3811.75,3654.5,157.25
234753,MCOU,XX,63323.0,103.0,51.0,20132.0,CISPLATIN ,4534.0,79.0,10210.66,10208.1,2.56
234754,MCOU,XX,63323.0,103.0,51.0,20133.0,CISPLATIN ,7205.0,143.0,33183.1,33085.09,98.01
234755,MCOU,XX,63323.0,103.0,51.0,20134.0,CISPLATIN ,10014.01,196.0,5520.97,5431.72,89.25
234756,MCOU,XX,63323.0,103.0,64.0,20131.0,CISPLATIN ,12809.05,248.0,10239.07,9978.26,260.81
234757,MCOU,XX,63323.0,103.0,64.0,20132.0,CISPLATIN ,12310.3,279.0,5168.03,5034.83,133.2
234758,MCOU,XX,63323.0,103.0,64.0,20133.0,CISPLATIN ,15917.0,311.0,8653.25,8552.34,100.91
234759,MCOU,XX,63323.0,103.0,64.0,20134.0,CISPLATIN ,12414.0,281.0,6541.82,6389.44,152.38
234760,MCOU,XX,63323.0,103.0,65.0,20131.0,CISPLATIN ,32376.0,424.0,15373.31,13799.78,1573.53
234761,MCOU,XX,63323.0,103.0,65.0,20132.0,CISPLATIN ,29762.0,356.0,11967.83,11593.42,374.41
234762,MCOU,XX,63323.0,103.0,65.0,20133.0,CISPLATIN ,31200.0,429.0,31003.16,30788.8,214.36
234763,MCOU,XX,63323.0,103.0,65.0,20134.0,CISPLATIN ,37031.01,429.0,33993.76,33879.63,114.13
238070,MCOU,XX,63868.0,103.0,16.0,20131.0,QC GAS REL,3877.0,43.0,76.96,76.96,0.0
238071,MCOU,XX,63868.0,103.0,16.0,20132.0,QC GAS REL,2616.0,28.0,69.87,68.87,1.0
238072,MCOU,XX,63868.0,103.0,16.0,20133.0,QC GAS REL,2260.0,26.0,53.98,53.98,0.0
238073,MCOU,XX,63868.0,103.0,16.0,20134.0,QC GAS REL,1950.0,24.0,51.0,48.0,3.0
240293,MCOU,XX,64720.0,103.0,10.0,20131.0,CARISOPROD,930.0,17.0,112.43,111.43,1.0
240294,MCOU,XX,64720.0,103.0,11.0,20131.0,CARISOPROD,1460.0,27.0,205.83,196.83,9.0
240295,MCOU,XX,64720.0,103.0,11.0,20132.0,CARISOPROD,1020.0,17.0,143.28,133.28,10.0
240296,MCOU,XX,64720.0,103.0,11.0,20133.0,CARISOPROD,180.0,5.0,37.97,33.97,4.0
240297,MCOU,XX,64720.0,103.0,11.0,20134.0,CARISOPROD,180.0,4.0,29.2,26.2,3.0
240298,MCOU,XX,64720.0,103.0,50.0,20131.0,CARISOPROD,60.0,1.0,9.79,8.79,1.0
240299,MCOU,XX,64720.0,103.0,50.0,20132.0,CARISOPROD,360.0,5.0,50.49,47.49,3.0
240300,MCOU,XX,64720.0,103.0,50.0,20133.0,CARISOPROD,330.0,4.0,50.29,49.29,1.0
240301,MCOU,XX,64720.0,103.0,50.0,20134.0,CARISOPROD,270.0,3.0,36.15,35.15,1.0
241871,MCOU,XX,65597.0,103.0,10.0,20131.0,BENICAR 20,752.0,30.0,2538.78,2530.13,8.65
241872,MCOU,XX,65597.0,103.0,10.0,20132.0,BENICAR 20,1092.0,39.0,4433.38,4423.38,10.0
241873,MCOU,XX,65597.0,103.0,10.0,20133.0,BENICAR 20,888.0,26.0,3052.99,3042.99,10.0
241874,MCOU,XX,65597.0,103.0,10.0,20134.0,BENICAR 20,966.0,31.0,2474.19,2431.62,42.57
241875,MCOU,XX,65597.0,103.0,30.0,20131.0,BENICAR 20,142214.0,4646.0,469925.45,466358.37,3567.08
241876,MCOU,XX,65597.0,103.0,30.0,20132.0,BENICAR 20,152095.0,4944.0,502622.42,493591.09,9031.33
241877,MCOU,XX,65597.0,103.0,30.0,20133.0,BENICAR 20,120929.0,3951.0,405828.12,404032.68,1795.44
241878,MCOU,XX,65597.0,103.0,30.0,20134.0,BENICAR 20,110009.0,3582.0,386922.85,385041.94,1880.91
241879,MCOU,XX,65597.0,103.0,90.0,20131.0,BENICAR 20,26555.0,847.0,87529.32,87395.82,133.5
241880,MCOU,XX,65597.0,103.0,90.0,20132.0,BENICAR 20,26342.0,846.0,85210.22,83309.34,1900.88
241881,MCOU,XX,65597.0,103.0,90.0,20133.0,BENICAR 20,23658.0,773.0,79132.54,78743.2,389.34
241882,MCOU,XX,65597.0,103.0,90.0,20134.0,BENICAR 20,21551.0,701.0,75694.54,75561.04,133.5
242076,MCOU,XX,65649.0,103.0,2.0,20131.0,APRISO ER ,324812.391,2800.0,805204.14,801402.87,3801.27
242077,MCOU,XX,65649.0,103.0,2.0,20132.0,APRISO ER ,384613.0,3215.0,957851.68,946495.56,11356.12
242078,MCOU,XX,65649.0,103.0,2.0,20133.0,APRISO ER ,429248.0,3671.0,1163529.3,1155336.25,8193.05
242079,MCOU,XX,65649.0,103.0,2.0,20134.0,APRISO ER ,454673.88,3842.0,1234879.07,1223623.81,11255.26
242772,MCOU,XX,65862.0,103.0,5.0,20131.0,AMLODIPINE,8258.03,276.0,1104.19,1070.69,33.5
242773,MCOU,XX,65862.0,103.0,5.0,20132.0,AMLODIPINE,7362.0,241.0,1052.51,1006.46,46.05
242774,MCOU,XX,65862.0,103.0,5.0,20133.0,AMLODIPINE,6580.0,218.0,798.53,774.53,24.0
242775,MCOU,XX,65862.0,103.0,5.0,20134.0,AMLODIPINE,7213.5,242.0,924.52,892.52,32.0
242776,MCOU,XX,65862.0,103.0,90.0,20131.0,AMLODIPINE,31991.06,1078.0,4946.42,4678.9,267.52
242777,MCOU,XX,65862.0,103.0,90.0,20132.0,AMLODIPINE,31043.0,1027.0,5015.64,4866.34,149.3
242778,MCOU,XX,65862.0,103.0,90.0,20133.0,AMLODIPINE,26125.0,867.0,2843.3,2782.3,61.0
242779,MCOU,XX,65862.0,103.0,90.0,20134.0,AMLODIPINE,28699.0,932.0,3315.17,3225.17,90.0
242780,MCOU,XX,65862.0,103.0,99.0,20131.0,AMLODIPINE,62786.15,2090.0,7855.29,7708.04,147.25
242781,MCOU,XX,65862.0,103.0,99.0,20132.0,AMLODIPINE,59166.0,1954.0,8030.9,7852.61,178.29
242782,MCOU,XX,65862.0,103.0,99.0,20133.0,AMLODIPINE,33923.0,1122.0,3302.45,3225.45,77.0
242783,MCOU,XX,65862.0,103.0,99.0,20134.0,AMLODIPINE,30968.0,1034.0,3301.52,3247.02,54.5
244354,MCOU,XX,66435.0,103.0,56.0,20131.0,RIBASPHERE,504.0,8.0,6905.69,6902.69,3.0
244355,MCOU,XX,66435.0,103.0,56.0,20132.0,RIBASPHERE,168.0,4.0,1238.9,1238.9,0.0
244356,MCOU,XX,66435.0,103.0,56.0,20133.0,RIBASPHERE,1316.0,24.0,17195.09,17194.09,1.0
244357,MCOU,XX,66435.0,103.0,56.0,20134.0,RIBASPHERE,1148.0,21.0,15941.25,15940.25,1.0
244608,MCOU,XX,66663.0,103.0,4.0,20131.0,AVC 15% CR,3841.0,33.0,5366.84,5234.64,132.2
